시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
파주시,어린이집,국공립,문산행복센터,031-954-2090,경기도 파주시 문산읍 선유리 1402번지,경기도 파주시 통일로 1680,10813,37.8566911,126.7902562
파주시,어린이집,직장,미소마을,031-947-8859,경기도 파주시 아동동 산63번지 마동 1층,경기도 파주시 통일로 522 마동 1층 관리동,10944,37.7580039,126.7965988
파주시,어린이집,국공립,한빛마을6단지,031-949-1416,경기도 파주시 야당동 1023번지 한빛마을6단지 관리동 1층,경기도 파주시 와석순환로 87 한빛마을6단지 관리동 1층,10906,37.7093498,126.7491263
파주시,어린이집,가정,한사랑,031-815-2714,"경기도 파주시 야당동 975번지 야당리,자유로아이파크 307동 101호","경기도 파주시 한빛로 11 307동 101호(야당동 야당리, 자유로아이파크)",10907,37.7131549,126.7505536
파주시,어린이집,민간,한울마을,031-949-3152,경기도 파주시 동패동 1753번지 한울마을4단지 404동 주민복지회관 2층,경기도 파주시 한울로 101 한울마을4단지 404동 주민복지회관 2층,10905,37.7112636,126.7425988
파주시,어린이집,가정,해나라,031-939-0272,"경기도 파주시 동패동 1703번지 동패리,책향기마을신동아파밀리에11단지아파트 1102동 102호","경기도 파주시 책향기로 418 1102동 102호(동패동 동패리, 책향기마을신동아파밀리에11단지아파트)",10874,37.7239760,126.7190975
파주시,어린이집,민간,해달별,031-944-5728,경기도 파주시 금촌동 792-1번지 장안밀레니엄아파트 상가동,경기도 파주시 문화로 10 (금촌동)상가동,10923,37.7560894,126.7793216
파주시,어린이집,국공립,해솔,031-948-7686,경기도 파주시 목동동 640번지 휴먼시아 관리동1층,경기도 파주시 미래로 601 휴먼시아 관리동1층,10871,37.7310372,126.7497669
파주시,어린이집,가정,해솔아이,031-946-9198,경기도 파주시 목동동 2-110번지 해솔마을3단지운정현대아파트 314동 102호,경기도 파주시 미래로 535 314동 102호,10893,37.7252068,126.7492083
파주시,어린이집,가정,해피베베,031-943-7333,경기도 파주시 야당동 1031번지 휴먼시아한빛마을 811동 102호,경기도 파주시 와석순환로 15 휴먼시아 한빛마을 811-102,10906,37.7086536,126.7564772
파주시,어린이집,가정,해피월드,031-947-4463,경기도 파주시 목동동 2-117번지 교하1차월드메르디앙 210동 105호,경기도 파주시 와석순환로 347 교하1차 월드메르디앙 210동  105호,10893,37.7262320,126.7441798
파주시,어린이집,민간,큰별,031-941-1723,경기도 파주시 금촌동 992번지 후곡마을4단지,경기도 파주시 후곡로 50 후곡마을4단지 복지관동,10920,37.7528928,126.7708776
파주시,어린이집,민간,큰소망,031-947-7962,경기도 파주시 금촌동 801-1번지,경기도 파주시 황골로 62 (금촌동),10922,37.7550912,126.7755686
파주시,어린이집,가정,키움,031-945-1166,경기도 파주시 조리읍 봉일천리 156-1번지 성원아파트 102동 104호,"경기도 파주시 조리읍 송비말길 22 102동 104호(봉일천리, 성원아파트)",10937,37.7426507,126.8065461
파주시,어린이집,민간,초코렛,031-949-7171,경기도 파주시 조리읍 봉일천리 142-29번지,경기도 파주시 조리읍 순비골길 66-7,10937,37.7424822,126.8082030
파주시,어린이집,가정,크니크니,031-943-8234,경기도 파주시 금촌동 972번지 새꽃마을아파트 112동 104호,"경기도 파주시 번영로 55 112동 104호(금촌동, 새꽃마을아파트)",10914,37.7559404,126.7675546
파주시,어린이집,민간,프라임한신,031-954-2111,경기도 파주시 문산읍 선유리 935-1번지,경기도 파주시 통일로 1740-12,10811,37.8624649,126.7895919
파주시,어린이집,민간,하늘,031-959-1310,경기도 파주시 법원읍 법원리 674-2번지 율곡3차아파트 상가동 101호,경기도 파주시 자운서원로 36-41 율곡3차아파트 상가동 101,10826,,
파주시,어린이집,가정,하늘솜사탕,031-939-7933,"경기도 파주시 동패동 1711번지 동패리,책향기마을우남퍼스트빌14단지아파트 1405동 103호","경기도 파주시 책향기로 207 1405동 103호(동패동 동패리, 책향기마을우남퍼스트빌14단지아파트)",10874,37.7194645,126.7200788
파주시,어린이집,가정,하얀솜사탕,031-949-4870,"경기도 파주시 문발동 560번지 문발리,숲속길마을동문굿모닝힐3단지아파트 307동 105호","경기도 파주시 책향기로 337 307동 105호(문발동 문발리, 숲속길마을동문굿모닝힐3단지아파트)",10884,37.7241708,126.7103402
파주시,어린이집,민간,하우개,031-946-7808,경기도 파주시 야당동 173-2번지,경기도 파주시 하우고개길 106-3,10909,37.7097092,126.7659885
파주시,어린이집,가정,참사랑,031-947-9593,경기도 파주시 와동동 240번지 운정동문1차아파트 301동 103호,"경기도 파주시 금바위로 100 301동 103호(와동동, 운정동문1차아파트)",10895,37.7329457,126.7575765
파주시,어린이집,가정,참소망HABA,031-946-5146,경기도 파주시 조리읍 봉일천리 269번지 푸르지오아파트 101동 101호,경기도 파주시 조리읍 내산길 55 101동101호(푸르지오아파트),10938,37.7473474,126.8082016
파주시,어린이집,가정,지혜샘,031-942-0832,경기도 파주시 금촌동 228-1번지 건일장미5차 501동 107호,경기도 파주시 황골로 18 건일장미5차 501-107,10921,37.7545131,126.7701804
파주시,어린이집,가정,대방미소,031-946-7636,경기도 파주시 금촌동 1015번지 대방노블랜드아파트 201동 104호,"경기도 파주시 마음밭길 114 201동 104호(금촌동, 대방노블랜드아파트)",10852,37.7700010,126.7704837
파주시,어린이집,민간,동화숲,031-942-3530,경기도 파주시 신촌동 427-1번지 뚝딱이어린이집,경기도 파주시 지목로 33 뚝딱이어린이집,10880,37.7265088,126.6944393
파주시,어린이집,민간,들꽃,031-946-6160,경기도 파주시 목동동 114-28번지,경기도 파주시 파주로 478-68 다율동,10871,37.7341718,126.7411573
파주시,어린이집,가정,딸기,031-948-2385,경기도 파주시 금촌동 424-9번지 경신아파트 101동 103호,"경기도 파주시 정담길 123 101동 103호(금촌동, 경신아파트)",10852,37.7704194,126.7724913
파주시,어린이집,가정,딸기플러스,031-948-2385,경기도 파주시 아동동 283번지 팜스프링아파트 105동 101호,"경기도 파주시 송화로 13 105동 101호(아동동, 팜스프링아파트)",10851,37.7721205,126.7762543
파주시,어린이집,민간,뜨랑키즈,031-949-7812,경기도 파주시 동패동 1698번지 관리동1층 뜨랑키즈어린이집,경기도 파주시 책향기로 439 관리동1층 뜨랑키즈어린이집,10874,37.7258452,126.7208826
파주시,어린이집,가정,라온,031-943-0696,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌 505동 101호,경기도 파주시 한빛로 70 한빛마을5단지 캐슬앤칸타빌 505-101,10908,37.7151255,126.7579302
파주시,어린이집,가정,신안새싹,070-8263-3398,경기도 파주시 아동동 900번지 신안실크밸리2차 206동 102호,"경기도 파주시 시청로 85 206동 102호(아동동, 신안실크밸리2차)",10931,37.7631540,126.7799019
파주시,어린이집,민간,신애,031-947-7550,경기도 파주시 광탄면 신산리 148-1번지,경기도 파주시 광탄면 혜음로 1060,10948,37.7773129,126.8510295
파주시,어린이집,가정,신원산들바람,031-953-3038,경기도 파주시 문산읍 문산리 142번지 신원아침도시 104동 103호,"경기도 파주시 문산읍 방촌로 1646 104동 103호(문산리, 신원아침도시)",10820,37.8596727,126.7802137
파주시,어린이집,가정,아기나무,031-943-0680,경기도 파주시 목동동 667번지 벽산우남연리지 403동 103호,경기도 파주시 해솔로 20  벽산우남 연리지 403동 103호,10893,37.7282650,126.7510468
파주시,어린이집,가정,아기뽀로로,031-944-7985,경기도 파주시 와동동 1368번지 가람11단지동문굿모닝힐아파트 1102동 104호,경기도 파주시 가온로 256 가람11단지 동문굿모닝힐아파트 1102-104,10894,37.7251302,126.7555266
파주시,어린이집,가정,아낌없이주는나무,031-953-8019,경기도 파주시 문산읍 문산리 145번지 일신건영휴먼빌 110동 105호,"경기도 파주시 문산읍 문향로 11 110동 105호(문산리, 일신건영휴먼빌)",10823,37.8519718,126.7861793
파주시,어린이집,가정,아람,031-945-1095,경기도 파주시 와동동 1404번지 해솔마을7단지롯데캐슬 712동 101호,경기도 파주시 가온로 205 712동 101호,10898,37.7214546,126.7514102
파주시,어린이집,가정,아롱별,031-946-8879,경기도 파주시 동패동 1772번지 한울마을삼부르네상스아파트 704동 101호,경기도 파주시 미래로 345 한울마을 삼부르네상스아파트 704-101,10905,37.7095550,126.7440337
파주시,어린이집,가정,아름다운i,031-957-1004,"경기도 파주시 동패동 1708번지 동패리,책향기마을상록데시앙15단지아파트 1506동 106호","경기도 파주시 책향기로 183 1506동 106호(동패동 동패리, 책향기마을상록데시앙15단지아파트)",10874,37.7211516,126.7210252
파주시,어린이집,가정,햇님이놀러온,031-947-7707,경기도 파주시 금촌동 1019번지 서원마을 708동 103호,경기도 파주시 쇠재로 30 서원마을 708동 103호,10916,37.7480116,126.7719141
파주시,어린이집,가정,조운,031-942-5685,경기도 파주시 목동동 101번지 교하2차현대아파트 1108동 102호,"경기도 파주시 와석순환로 307  1108동  102호(목동동, 교하2차 현대아파트)",10892,37.7252303,126.7393739
파주시,어린이집,민간,운정,031-946-9651,경기도 파주시 와동동 205번지 동문2차 관리동 2층,경기도 파주시 금바위로 47 동문2차 관리동 2층,10894,37.7282844,126.7559358
파주시,어린이집,가정,운정빅스맘,031-939-5778,경기도 파주시 목동동 2-117번지 해솔2단지월드메르디앙 214동 104호,"경기도 파주시 와석순환로 347 214동104호(목동동, 해솔2단지월드메르디앙)",10893,37.7262320,126.7441798
파주시,어린이집,가정,월드아가방,031-947-3484,경기도 파주시 목동동 2-117번지 해솔2단지월드메르디앙 207동 102호,"경기도 파주시 와석순환로 347 207동102호(목동동, 해솔2단지월드메르디앙)",10893,37.7262320,126.7441798
파주시,어린이집,가정,월드잼잼,031-8070-6999,경기도 파주시 목동동 114-37번지 교하월드메르디앙2차아파트 817동 102호,"경기도 파주시 청암로 28 817동 102호(목동동, 교하월드메르디앙2차아파트)",10871,37.7327049,126.7378613
파주시,어린이집,가정,벽산삼성,031-942-5909,"경기도 파주시 동패동 200-1번지 동패리,교하벽산 302동 101호","경기도 파주시 동패로 117 302동 101호(동패동 동패리, 교하벽산)",10902,37.7136637,126.7401180
파주시,어린이집,민간,벽산한라키즈,031-957-0821,경기도 파주시 와동동 1308번지 벽산한라 관리동 1층,경기도 파주시 가람로 22 벽산한라 관리동 1층,10895,37.7329558,126.7537649
파주시,어린이집,민간,별마음,031-953-7575,경기도 파주시 문산읍 문산리 32-3번지 별마음어린이집,경기도 파주시 문향로17번길 41 별마음어린이집,10823,37.8538860,126.7836172
파주시,어린이집,가정,별빛나무,031-939-7421,경기도 파주시 아동동 283-10번지 팜스프링아파트 121동 102호,"경기도 파주시 송화로 11 121동 102호(아동동, 팜스프링아파트)",10851,37.7716715,126.7770388
파주시,어린이집,가정,리틀아띠,031-947-1032,경기도 파주시 조리읍 대원리 272번지 그린시티동문아파트 201동 101호,경기도 파주시 조리읍 대원로 45 201-101,10943,37.7280879,126.8155685
파주시,어린이집,가정,리틀예뜨락,031-946-8483,"경기도 파주시 다율동 982번지 다율리,청석마을동문굿모닝힐8단지아파트 816동 103호","경기도 파주시 청석로 334 816동 103호(다율동 다율리, 청석마을동문굿모닝힐8단지아파트)",10876,37.7320965,126.7203030
파주시,어린이집,가정,리틀킹덤,031-8070-8021,경기도 파주시 야당동 991번지 캐슬앤칸타빌 504동 104호,경기도 파주시 한빛로 70 캐슬앤칸타빌 504-104,10908,37.7155147,126.7587455
파주시,어린이집,가정,햇살나무,031-8035-6060,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌 518동 104호,경기도 파주시 한빛로 70 518동 104호,10908,37.7159078,126.7571564
파주시,어린이집,직장,행복,031-959-7767,경기도 파주시 적성면 마지리 73번지,경기도 파주시 청송로 1000 (마지리 73),10803,37.9479559,126.9197721
파주시,어린이집,직장,행복드림,031-947-3014,경기도 파주시 광탄면 마장리 406번지,경기도 파주시 광탄면 보광로 962,10952,37.7802551,126.8783915
파주시,어린이집,가정,행복한,070-8843-3033,경기도 파주시 조리읍 대원리 218번지 그린시티동문아파트 512동 101호,"경기도 파주시 조리읍 대원로 56 512동 101호(, 그린시티동문아파트)",10943,37.7271839,126.8136992
파주시,어린이집,가정,헤이리,031-8071-1279,경기도 파주시 탄현면 법흥리 1691-13번지,경기도 파주시 탄현면 사슴벌레로 52,10861,37.7771150,126.7013234
파주시,어린이집,민간,현대아이빌,031-947-8128,경기도 파주시 목동동 2-110번지 현대1차아파트 관리동,경기도 파주시 미래로 535 현대1차아파트 관리동,10893,37.7252068,126.7492083
파주시,어린이집,민간,홍익늘푸른,031-945-2934,경기도 파주시 금촌동 934-4번지,경기도 파주시 동산3길 5 (금촌동),10927,37.7592334,126.7698252
파주시,어린이집,가정,황토,031-941-7502,경기도 파주시 오도동 142-1번지,경기도 파주시 연다산길 23,10864,37.7420612,126.7241567
파주시,어린이집,민간,휴튼,031-944-2508,경기도 파주시 와동동 1344번지 남양휴튼아파트 관리동 1층,경기도 파주시 미래로 562 남양휴튼아파트 관리동 1층,10894,37.7285672,126.7533485
파주시,어린이집,민간,희망,031-942-5866,경기도 파주시 탄현면 축현리 487-3번지,경기도 파주시 탄현면 방촌로 651-1,10858,37.8022476,126.7178786
파주시,어린이집,사회복지법인,광탄,031-947-1551,경기도 파주시 광탄면 신산리 251-11번지,경기도 파주시 광탄면 혜음로 1305 경기도 파주시 광탄면 신산리 251-11번지,10948,37.7973629,126.8471167
파주시,어린이집,가정,교하다솜,031-957-1312,"경기도 파주시 동패동 1698번지 동패리,책향기마을동문굿모닝힐10단지아파트 1014동 101호","경기도 파주시 책향기로 441 1014동 101호(동패동 동패리, 책향기마을동문굿모닝힐10단지아파트)",10874,37.7265057,126.7220257
파주시,어린이집,가정,앙팡,031-948-4453,경기도 파주시 조리읍 대원리 992-1번지 한라 101동 101호,경기도 파주시 조리읍 능안로 37 한라 101-101,10936,37.7417249,126.8024869
파주시,어린이집,민간,운정롯데캐슬,031-949-0917,경기도 파주시 야당동 1016번지 롯데캐슬파크타운1,"경기도 파주시 와석순환로 16 (야당동, 롯데캐슬파크타운1)",10908,37.7119536,126.7576571
파주시,어린이집,민간,운정하나,031-945-8399,경기도 파주시 야당동 75-2번지,경기도 파주시 하우1길 7,10909,37.7147072,126.7693182
파주시,어린이집,가정,웃는아이,031-939-8163,경기도 파주시 목동동 667번지 벽산우남연리지 404동 102호,경기도 파주시 해솔로 20 벽산우남연리지404동102호,10893,37.7276434,126.7510489
파주시,어린이집,가정,월드예일,031-948-1732,경기도 파주시 목동동 2-117번지 해솔마을2단지월드메르디앙 206동 101호,"경기도 파주시 와석순환로 347 206동 101호(목동동, 해솔마을2단지 월드메르디앙)",10893,37.7262320,126.7441798
파주시,어린이집,가정,월드키즈,031-939-7360,경기도 파주시 와동동 1356번지 가람마을10단지 1013동 102호,경기도 파주시 가온로 245 1013동102호 (와동동 가람마을 10단지),10894,37.7252331,126.7530875
파주시,어린이집,직장,리틀어울림,031-953-0095,경기도 파주시 문산읍 선유리 688-7번지 문산어울림,경기도 파주시 문산읍 통일로 1750,10811,37.8629981,126.7905108
파주시,어린이집,민간,리틀월드,031-952-2286,경기도 파주시 문산읍 선유리 904-3번지,경기도 파주시 문산읍 봉미로32번길 16-4,10814,37.8626654,126.7858980
파주시,어린이집,가정,맑은샘,031-8070-5161,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌 507동 101호,경기도 파주시 한빛로 70 한빛마을5단지 캐슬앤칸타빌 507-101,10908,37.7146025,126.7576824
파주시,어린이집,가정,조이,031-957-2123,경기도 파주시 금촌동 1003번지 쇠재마을 507동 101호,경기도 파주시 쇠재로 133 쇠재마을 507-101,10919,37.7532429,126.7748594
파주시,어린이집,민간,중앙,031-953-0767,경기도 파주시 문산읍 선유리 314-1번지 선유리 314-4,경기도 파주시 문산읍 화석정로 12 선유리 314-4,10811,37.8751609,126.8061495
파주시,어린이집,가정,즐거운하바,031-939-3131,경기도 파주시 금촌동 992번지 후곡마을주공뜨란채4단지아파트 403동 101호,"경기도 파주시 후곡로 50 403동 101호(금촌동, 후곡마을주공뜨란채4단지아파트)",10920,37.7522496,126.7691209
파주시,어린이집,가정,지니캐슬,031-946-1575,경기도 파주시 야당동 1015번지 한빛마을4단지 409동 104호,"경기도 파주시 한빛로 20 409동104호(야당동, 한빛마을4단지)",10908,37.7117608,126.7559112
파주시,어린이집,가정,지성,031-943-3396,경기도 파주시 아동동 897번지 신안실크밸리아파트 102동 103호,"경기도 파주시 시청로 123 102동 103호(아동동, 신안실크밸리 아파트)",10931,37.7654167,126.7805874
파주시,어린이집,민간,지혜,031-959-1005,경기도 파주시 적성면 구읍리 635-8번지,경기도 파주시 적성면 칠중5길 58,10803,37.9534268,126.9230541
파주시,어린이집,사회복지법인,진인,031-958-3228,경기도 파주시 파평면 눌노리 167-7번지,경기도 파주시 파평면 청송로 386-14,10801,37.9301268,126.8555612
파주시,어린이집,가정,즐거운샘,031-945-1141,경기도 파주시 탄현면 법흥리 1692-8번지,경기도 파주시 탄현면 참매미길 152,10861,37.7772785,126.7018222
파주시,어린이집,민간,참좋은,031-948-7033,경기도 파주시 와동동 1321번지 가람마을4단지단지1층,"경기도 파주시 가람로 70 와동동, 가람마을4단지 단지1층",10895,37.7334783,126.7580399
파주시,어린이집,민간,창조,031-957-9304,경기도 파주시 상지석동 604-6번지,경기도 파주시 운정로 77-49,10910,37.7243961,126.7757646
파주시,어린이집,가정,초롱이,031-8071-5110,경기도 파주시 금촌동 972번지 새꽃마을아파트 109동 103호,"경기도 파주시 번영로 55 109동 103호(금촌동, 새꽃마을아파트)",10914,37.7544522,126.7667650
파주시,어린이집,직장,출판도시,031-955-5600,경기도 파주시 문발동 525-4번지,경기도 파주시 광인사길 7,10881,37.7078972,126.6850813
파주시,어린이집,가정,캐슬아이,031-939-6862,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌 516동 104호,"경기도 파주시 한빛로 70 516동 104호(야당동, 한빛마을5단지 캐슬앤칸타빌)",10908,37.7158057,126.7557504
파주시,어린이집,민간,캐슬앤칸타빌,031-947-5279,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌 1층 관리동,경기도 파주시 한빛로 70 관리동 1층,10908,37.7155026,126.7572711
파주시,어린이집,가정,코알라,031-939-7175,경기도 파주시 와동동 205번지 가람마을8단지동문굿모닝힐 810동 104호,"경기도 파주시 금바위로 47 810동 104호(와동동, 가람마을8단지 동문굿모닝힐)",10894,37.7289809,126.7572833
파주시,어린이집,가정,쿠키,070-7558-7568,경기도 파주시 문산읍 선유리 1350번지 두산위브 108동 102호,"경기도 파주시 문산읍 우계로 470 108동 102호(선유리, 두산위브)",10813,37.8589938,126.7932268
파주시,어린이집,국공립,큰나무미래,031-949-9746,경기도 파주시 다율동 988번지,경기도 파주시 순못길 87 (다율동 988),10878,37.7295904,126.7159680
파주시,어린이집,국공립,큰나무희망,031-942-4007,경기도 파주시 다율동 988번지,경기도 파주시 순못길 87 다율동,10878,37.7295904,126.7159680
파주시,어린이집,민간,큰별아이,031-948-2822,경기도 파주시 조리읍 대원리 578-6번지 큰별아이어린이집,경기도 파주시 조리읍 대원로 145 큰별아이어린이집,10942,37.7320679,126.8086500
파주시,어린이집,가정,키즈가든,031-943-2579,경기도 파주시 금촌동 1008번지 풍림아이원 108동 101호,"경기도 파주시 후곡로 77 108동 101호(금촌동, 풍림아이원)",10918,37.7513889,126.7758636
파주시,어린이집,가정,키즈맘베이비,031-8070-7172,경기도 파주시 야당동 1031번지 휴먼시아한빛마을 813동 102호,경기도 파주시 와석순환로 15 휴먼시아 한빛마을 813동 102,10906,37.7091840,126.7559084
파주시,어린이집,가정,키즈아이,031-949-0811,경기도 파주시 금촌동 1019번지 서원마을아파트 707동 103호,"경기도 파주시 쇠재로 30 707동 103호(금촌동, 서원마을아파트)",10916,37.7482895,126.7711757
파주시,어린이집,가정,킨더바움,031-942-7162,경기도 파주시 와동동 1404번지 해솔마을7단지롯데캐슬 711동 103호,경기도 파주시 가온로 205 711-103,10898,37.7214546,126.7514102
파주시,어린이집,가정,킨더베베,031-945-1991,"경기도 파주시 동패동 200-1번지 동패리,교하벽산 306동 102호","경기도 파주시 동패로 117 306동 102호(동패동 동패리, 교하벽산)",10902,37.7143373,126.7391970
파주시,어린이집,가정,토리,031-941-6514,경기도 파주시 금촌동 972번지 새꽃마을아파트 120동 101호,"경기도 파주시 번영로 55 120동 101호(금촌동, 새꽃마을아파트)",10914,37.7573808,126.7669940
파주시,어린이집,가정,토마토,031-939-6465,경기도 파주시 야당동 991번지 캐슬앤칸타빌 517동 101호,경기도 파주시 한빛로 70 캐슬앤칸타빌 517-101,10908,37.7158342,126.7564421
파주시,어린이집,가정,톰과제리,031-8070-7942,"경기도 파주시 동패동 1708번지 동패리,책향기마을상록데시앙15단지아파트 1506동 103호","경기도 파주시 책향기로 183 1506동 103호(동패동 동패리, 책향기마을상록데시앙15단지아파트)",10874,37.7211516,126.7210252
파주시,어린이집,가정,파란,031-953-3793,경기도 파주시 문산읍 당동리 871번지 주공2차아파트 202동 102호,"경기도 파주시 문산읍 방촌로 1662 202동 102호(, 주공2차아파트)",10820,37.8620164,126.7808771
파주시,어린이집,민간,파란꿈,031-957-5858,경기도 파주시 금촌동 984번지 새꽃마을3단지 관리소 1층,경기도 파주시 새꽃로 35 새꽃마을3단지 관리소 1층 (금촌동),10915,37.7532542,126.7668709
파주시,어린이집,가정,파란나라,031-946-9807,"경기도 파주시 동패동 1698번지 동패리,책향기마을동문굿모닝힐10단지아파트 1003동 101호","경기도 파주시 책향기로 439 1003동 101호(동패동 동패리, 책향기마을동문굿모닝힐10단지아파트)",10874,37.7250854,126.7196264
파주시,어린이집,가정,파랑새,031-948-8617,경기도 파주시 아동동 283-10번지 팜스프링아파트 110동 103호,"경기도 파주시 송화로 11 110동 103호(아동동, 팜스프링아파트)",10851,37.7716715,126.7770388
파주시,어린이집,민간,파주빅스맘,031-947-7515,경기도 파주시 광탄면 신산리 557-3번지,경기도 파주시 광탄면 외화산길 73,10948,37.7832547,126.8408688
파주시,어린이집,민간,파주예능,031-944-3750,경기도 파주시 탄현면 갈현리 265-23번지,경기도 파주시 탄현면 평화로 604,10860,37.7742829,126.7181562
파주시,어린이집,가정,팜스프링,031-948-4468,경기도 파주시 아동동 283-10번지 팜스프링아파트 120동 101호,"경기도 파주시 송화로 11 120동 101호(아동동, 팜스프링아파트)",10851,37.7716715,126.7770388
파주시,어린이집,가정,팡팡,031-953-7345,경기도 파주시 문산읍 당동리 947번지 한양수자인리버팰리스아파트 113동 104호,경기도 파주시 문산읍 당동1로 52 113동104호(한양수자인리버팰리스아파트),10819,37.8654893,126.7737639
파주시,어린이집,가정,펀앤플레이,031-941-1386,경기도 파주시 금촌동 1015번지 대방노블랜드아파트 208동 103호,"경기도 파주시 마음밭길 114 208동 103호(금촌동, 대방노블랜드아파트)",10852,37.7706420,126.7711400
파주시,어린이집,가정,푸르지오키즈,031-946-7946,경기도 파주시 목동동 1142번지 푸르지오 1010동 101호,"경기도 파주시 심학산로 385 1010동101호(목동동,푸르지오)",10891,37.7191463,126.7342462
파주시,어린이집,가정,푸른동산,031-945-5328,경기도 파주시 와동동 1321번지 한양수자인 413동 103호,경기도 파주시 가람로 70 한양수자인 413-103,10895,37.7324445,126.7591550
파주시,어린이집,가정,풍림소망,031-947-7964,경기도 파주시 금촌동 1008번지 풍림아이원 108동 102호,"경기도 파주시 후곡로 77 108동 102호(금촌동, 풍림아이원)",10918,37.7513889,126.7758636
파주시,어린이집,가정,천사,031-949-5002,경기도 파주시 아동동 283번지 팜스프링아파트 105동 103호,"경기도 파주시 송화로 13 105동 103호(아동동, 팜스프링아파트)",10851,37.7721205,126.7762543
파주시,어린이집,가정,키즈사랑,031-946-7925,경기도 파주시 금촌동 1019번지 서원마을금촌주공뜨란채7단지아파트 711동 106호,"경기도 파주시 쇠재로 30 711동 106호(금촌동, 서원마을금촌주공뜨란채7단지아파트)",10916,37.7492099,126.7718990
파주시,어린이집,가정,키즈앤,031-944-2644,경기도 파주시 금촌동 992번지 후곡마을주공뜨란채4단지아파트 408동 101호,"경기도 파주시 후곡로 50 408동 101호(금촌동, 후곡마을주공뜨란채4단지아파트)",10920,37.7530094,126.7706390
파주시,어린이집,가정,키즈프라임,031-947-1724,경기도 파주시 와동동 1356번지 가람마을동양엔파트월드메르디앙 1003동 102호,경기도 파주시 가온로 245 와동동 가람마을 동양엔파트 월드메르디앙 1003동102호,10894,37.7262498,126.7524375
파주시,어린이집,가정,태양,031-949-9416,경기도 파주시 와동동 1356번지 가람마을동양월드 1001동 103호,경기도 파주시 가온로 245 와동동 가람마을 동양월드 1001동 103호,10894,37.7254201,126.7520320
파주시,어린이집,가정,토리맘,031-952-3285,경기도 파주시 문산읍 선유리 1409번지 문산선유4단지아파트 403동 102호,경기도 파주시 독서울1길 21 문산선유4단지 아파트 403-102,10812,37.8660912,126.8024120
파주시,어린이집,가정,토토,031-8070-0882,경기도 파주시 금촌동 992번지 후곡마을아파트 415동 102호,"경기도 파주시 후곡로 50 415동 102호(금촌동, 후곡마을아파트)",10920,37.7534789,126.7711481
파주시,어린이집,가정,통통,031-941-3652,"경기도 파주시 야당동 975번지 야당리,자유로아이파크 314동 103호","경기도 파주시 한빛로 11 314동 103호(야당동 야당리, 자유로아이파크)",10907,37.7113297,126.7522836
파주시,어린이집,직장,파주시청,031-940-8604,경기도 파주시 금촌동 780-7번지,경기도 파주시 시민회관길 16-11,10932,37.7583155,126.7796781
파주시,어린이집,가정,팜스세빛,031-949-1725,경기도 파주시 아동동 283번지 팜스프링아파트 104동 101호,"경기도 파주시 송화로 13 104동 101호(아동동, 팜스프링아파트)",10851,37.7723352,126.7754591
파주시,어린이집,가정,팜스프링베이비,070-7559-4468,경기도 파주시 아동동 283-10번지 팜스프링아파트 120동 102호,"경기도 파주시 송화로 11 120동 102호(아동동, 팜스프링아파트)",10851,37.7716715,126.7770388
파주시,어린이집,민간,퍼니퍼니,031-943-0841,경기도 파주시 금촌동 360-3번지 파니어린이집 나동,경기도 파주시 강천길 119 나동,10912,37.7640060,126.7685959
파주시,어린이집,가정,포그니,031-948-3310,경기도 파주시 야당동 1031번지 휴먼시아한빛마을 802동 102호,경기도 파주시 와석순환로 15 802동 102호,10906,37.7084498,126.7580769
파주시,어린이집,가정,푸른나무,031-949-3378,경기도 파주시 조리읍 대원리 992-1번지 한라비발디 112동 102호,경기도 파주시 조리읍 능안로 37 한라비발디 112동102호,10936,37.7414248,126.8008767
파주시,어린이집,민간,푸른하늘,031-943-5222,경기도 파주시 오도동 266-2번지,경기도 파주시 오도로116번길 22-38 266-2,10864,37.7488382,126.7211585
파주시,어린이집,민간,한라키즈,031-943-5080,경기도 파주시 와동동 1338번지 가람마을 7단지 한라비발디 1층 관리동,"경기도 파주시 가람로116번길 130 관리동 1층(와동동, 가람마을 7단지 한라비발디)",10895,37.7324809,126.7637606
파주시,어린이집,민간,한빛,031-943-2903,경기도 파주시 야당동 975번지 한빛마을3단지 자유로아이파크,"경기도 파주시 한빛로 11 관리동(야당동, 한빛마을3단지 자유로아이파크)",10907,37.7122364,126.7507835
파주시,어린이집,가정,꼬마궁전,031-948-6748,경기도 파주시 조리읍 봉일천리 125-22번지 성호아파트 102동 101호,"경기도 파주시 조리읍 통일로 306 102동 101호(봉일천리, 성호아파트)",10938,37.7430374,126.8115939
파주시,어린이집,가정,사랑숲,031-949-6293,경기도 파주시 목동동 1149번지 힐스테이트 916동 101호,"경기도 파주시 교하로 100 916동101호(목동동,힐스테이트)",10891,37.7239023,126.7337980
